ID,[Area] Sample127,[Area] Sample128,[Area] Sample129,[Area] Sample130,[Area] Sample131,[Area] Sample132,[Area] Sample133,[Area] Sample134,[Area] Sample137,[Area] Sample138,[Area] Sample139,[Area] Sample140,[Area] Sample141,[Area] Sample142,[Area] Sample143,[Area] Sample144,[Area] Sample145,[Area] Sample148,[Area] Sample149,[Area] Sample150,[Area] Sample151,[Area] Sample152,[Area] Sample153,[Area] Sample154,[Area] Sample155,[Area] Sample158,[Area] Sample159,[Area] Sample160,[Area] Sample161,[Area] Sample162,[Area] Sample163,[Area] Sample164,[Area] Sample165,[Area] Sample168,[Area] Sample169,[Area] Sample170,[Area] Sample171,[Area] Sample172,[Area] Sample173,[Area] Sample174,[Area] Sample175,[Area] Sample178,[Area] Sample179,[Area] Sample180,[Area] Sample181,[Area] Sample182,[Area] Sample183,[Area] Sample184,[Area] Sample185,[Area] Sample186,[Area] Sample189,[Area] Sample190,[Area] Sample191,[Area] Sample192,[Area] Sample193,[Area] Sample194,[Area] Sample195,[Area] Sample196,[Area] Sample197,[Area] Sample200,[Area] Sample201,[Area] Sample202,[Area] Sample203,[Area] Sample204,[Area] Sample205,[Area] Sample206,[Area] Sample207,[Area] Sample218,[Area] Sample219,[Area] Sample220,[Area] Sample221,[Area] Sample222,[Area] Sample223,[Area] Sample224,[Area] Sample225,[Area] Sample226,[Area] Sample229,[Area] Sample230,[Area] Sample231,[Area] Sample232,[Area] Sample233,[Area] Sample234,[Area] Sample235,[Area] Sample236,[Area] Sample239,[Area] Sample240,[Area] Sample241,[Area] Sample242,[Area] Sample243,[Area] Sample244
name,y60,y48, y33,w36,g13,r110,b18,PW,y60,r110,y60,b18,g13,w36,w36,b18,08A529,04LO73,03LO50,04LO60,12LO75,13LO82,08LO29,12LO38,08LO24,10LO33,04LO73,03LO50,04LO60,2LO75,13LO82,08LO29,12LO38,08LO24,10LO33,17RB16,17RB16,17RB35,17RB35,17RB61,17RB61,17RB68,17RB68,13CLM14,13CLM1,13CLM2,13CLM7,13CLM8,13CLM9,13CLM10,13CLM11,R6,R7,E14,E15,E16,R2,E20,E11,E13,E16,E14,R5,295,39,17-2,17-4,17-3,gigi,46,47,48,49,50,MT-5,3728,3730,830,10206,10207,10208,10211,10216,10217,10428,04LO49,05LO53,11LO40,11LO44,13LO02
class,Chronic,Chronic,Chronic,Negative,Negative,Chronic,Negative,Negative,Chronic,Chronic,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Chronic,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Chronic,Negative,Negative,Negative,Negative,Negative,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Sample,Negative,Negative,Negative,Negative,Sample
1032.6945a4.13,0,23925.24048,7706.26471,34084.12994,26404.96268,19117.12637,0,14779.82162,10964.16789,53555.26312,0,11012.96051,17163.87685,0,26606.61119,10856.56214,59034.01488,33268.51649,0,10110.30409,0,16999.92878,0,34972.55807,32841.08675,14719.4045,19461.90307,44310.11494,47945.68941,0,6967.484605,0,22329.32917,45041.58305,24929.41114,9647.126233,44647.16783,43215.86919,66407.79355,198338.1312,44032.43491,52105.08318,123160.3127,0,0,24083.40673,0,0,11433.95573,0,0,104080.9744,123940.7095,101637.3172,123222.155,119536.8178,64774.99216,71729.67419,109355.3752,69388.12269,48274.72984,29479.93452,118597.3327,107014.3176,44532.78236,11971.73793,10004.01345,14822.0215,12423.0495,0,18938.05835,0,7836.829627,11539.81803,19272.36286,25022.35939,66623.61611,12692.02018,39248.32982,61935.85838,24677.87177,23961.37695,28758.27811,32713.62327,40041.81718,26006.66343,9408.323411,23388.8439,43981.21418,10468.28267
392.2223a1.91,0,0,0,15361.59021,18293.97688,8319.142417,0,0,7231.121365,10278.69193,0,11645.39138,0,16778.69495,0,23204.94364,35846.79781,0,0,37701.25292,12659.50108,8267.314982,0,21361.03534,15386.10351,15977.56659,0,0,49643.35595,0,9046.012995,6650.021946,21727.36816,31080.9955,21124.12096,18341.71773,22640.29746,34414.92135,8116.468342,33982.6047,8337.389679,19721.36923,18417.48054,0,37763.84407,0,0,0,0,0,24223.6565,32524.04158,59615.56483,79039.56007,11102.67207,21171.25452,0,106583.2653,53236.85627,35309.04816,38489.47815,0,28290.39856,12656.32963,0,0,0,0,0,0,0,4915.908167,4587.769003,0,0,27148.65894,6300.310611,15081.29249,5157.821231,0,65944.58609,36963.72881,46673.19601,36014.04915,43293.87324,0,0,3741.503035,9077.636685,0
446.2643a3.17,0,0,13010.05954,43135.67345,35070.79095,16057.76562,10214.95076,12905.74107,13798.8452,27681.33628,25971.28965,12989.95672,10544.96515,10681.19977,20687.03484,21760.80801,7202.793733,17090.77139,20137.73177,16009.79675,10715.1395,9546.2169,25041.8885,9854.006628,30411.98815,20298.02483,10512.29607,10324.40541,12428.59579,14305.81479,6827.623326,9198.338241,24747.08574,20224.4668,8141.293957,0,12081.46285,12690.71255,12729.78557,12792.10218,11028.83783,13145.23819,12874.55679,92761.53824,63924.77574,74100.58638,67543.37404,37128.98117,37145.87914,21764.93219,40721.85312,10817.51379,39404.72918,34672.58395,16416.56413,18532.86365,7675.735152,38220.5665,30301.35527,25311.84373,57004.90561,46752.9999,42739.77048,17271.74988,12603.41015,6584.416141,0,0,0,37996.37566,13826.14272,12546.52583,16968.51339,10224.79866,16636.56021,14092.43365,6808.142091,7220.560233,11638.61003,16890.8267,19810.11365,12148.48523,9523.981205,11328.23293,12552.263,10828.47496,6369.452566,12071.26764,9675.330109,8125.276286
180.0062a0.43,3848.713536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16849.8593,9306.884377,40104.49798,9017.349437,8013.881914,25219.01701,32050.69441,22222.52412,27240.70275,21097.57046,6223.864911,10256.25274,18224.88114,7746.498068,8441.185163,57388.26482,14137.07236,10123.54734,6886.991689,20262.18453,20354.63849,66113.28845,55956.48752,20106.00831,9767.936308,15012.71892,25644.53011,19955.98415,56304.71102,49440.67466,59917.69601,40058.3708,41239.39678,19133.53804,44481.36971,0,0,5390.955231,0,0,13120.23824,29558.86378,2922.781646,107812.5705,61815.89784,73919.7233,59788.43583,42658.49044,18257.71492,3339.472247,8622.174416,11708.99815,5902.08909,13993.02059,2213.233229,8556.470031,14232.62431,6105.102139,5366.923622,8836.784864,19575.51395,14632.97428,35310.96808,88622.77085,15252.6215,46124.5563,12956.45881,9473.700968,38120.46654,14812.93146,8621.792134,23567.85832,21411.70906,17489.19341
88.05a0.51,18923.73246,53031.45323,20418.6313,28750.97691,23503.16627,31352.1199,32711.85469,44751.67995,24337.23732,41401.44717,7035.79332,13774.86407,18601.53491,5997.150698,18140.95189,6429.639273,28432.11673,26921.72901,16131.10356,0,0,10384.82647,15903.56083,9039.802571,19916.70542,9385.864918,24974.63987,21623.24909,0,22402.68977,1363.544329,19102.90033,10026.07516,33558.74724,15032.58541,26559.69192,56700.30671,46356.39433,51091.79504,129786.7377,62407.47755,63730.52392,104092.0906,37668.07673,61858.03117,39103.86844,26774.65801,18539.25418,25625.46936,17767.23723,33738.41357,8628.20879,15994.61496,7514.39425,0,43837.80077,11098.44185,22977.32078,11486.643,30300.2184,44169.94537,54245.492,58053.38637,71915.20803,34021.14238,13036.9692,22102.26483,43233.86982,3743.178943,26869.06283,17515.31365,14557.64885,21202.37099,17345.53999,12787.7064,27864.88616,36604.29092,13433.72309,41928.43432,71096.89487,28918.39674,49670.75837,32484.31428,45374.11815,37982.2752,22324.96981,11903.66902,18039.77106,9047.56406,9137.205953
1235.8373a3.14,0,0,40465.31518,182218.7126,121655.8858,64289.84924,59657.51895,48953.38095,49870.53357,104905.6892,115579.1164,44762.24383,37270.0016,42370.45764,83426.56271,78041.22615,48641.90389,58805.26374,45569.36187,73429.69427,33337.41639,70548.58806,84574.54844,54747.93586,110740.797,86625.12713,37442.53824,19899.85641,37467.43069,40997.82617,33754.83897,32550.70564,88096.27301,73382.99002,59554.17341,65691.30262,79576.63729,49360.83005,75625.48227,93046.81714,70676.24674,62042.15276,69938.11844,0,140235.2364,198171.8023,145247.7014,82290.35002,39387.97517,23111.25785,81993.64612,62809.03889,185707.498,115323.5763,79920.69399,0,46928.43382,276724.6784,129148.0524,53819.12875,86331.39582,106610.0079,0,81988.72348,45125.19396,26784.09259,15677.25028,17717.78395,0,120497.7556,47784.82987,43008.44821,58247.6632,44567.40657,58110.06702,129286.4732,95472.31816,87350.84609,128688.8225,204299.2773,24118.99095,161318.927,60361.91671,83730.73399,141336.7698,19711.13722,27709.42437,0,59296.77253,24091.38581
2199.0777a1.72,0,0,25561.76645,57938.08202,45205.31985,36006.0714,19509.43104,35603.39807,17058.41494,33865.51172,49544.14475,17817.22356,17202.38555,18959.61956,56993.76979,22257.22963,7416.056967,15368.95435,19696.23835,11823.60995,19044.01705,17335.72984,27450.64903,9892.223048,37075.35766,16425.26361,10029.74486,13666.06163,11705.51559,13106.51935,5538.754194,10246.30774,31130.7561,25828.90528,15037.49942,13950.67957,12877.96736,10455.70549,13749.59974,18762.17852,17536.34775,16551.8321,15459.26247,13565.695,51009.73394,82431.26263,56967.18147,46835.49306,11066.11822,5209.521216,11975.14029,14728.26381,99270.08486,88086.00565,65288.42597,122806.3053,35088.7216,90323.41877,88376.91546,45294.69102,26209.01037,67012.75884,76777.11027,47550.94394,10266.75697,17932.58468,27307.43054,18291.89851,3687.456145,28823.77494,16658.16552,34023.54153,18053.3288,14723.54912,18322.18962,8003.673346,18072.23171,8924.828695,15667.96621,18684.65539,20175.99965,9443.309682,10126.13585,17029.4983,11670.50405,9696.299565,16046.17071,22355.44249,9153.355259,9185.532081
872.2618a7.03,0,0,0,17869.5366,16473.1837,6222.414797,0,0,8007.587976,7334.057432,0,9162.450468,0,11145.293,0,18615.38522,26371.03077,0,16176.35915,31725.99217,10598.05479,8236.056904,0,20263.12294,16775.32498,13700.25681,0,0,35450.72394,0,7751.36788,0,22613.18803,25527.46973,21784.44169,19611.29746,26244.30872,30854.16403,13274.58103,28405.81826,24129.63328,25342.2492,16266.87924,0,30453.50947,34041.54584,21578.37757,9323.705103,11771.61588,4168.149643,24722.58747,30841.45538,57975.47898,66075.66718,14028.25909,18092.11394,0,105008.9345,51584.31775,26276.79052,28029.59395,0,28883.74611,16462.25717,0,0,0,0,0,0,0,4915.141733,0,0,0,26724.228,6762.664645,12058.44108,8608.926688,0,61995.56371,34621.5779,39972.99972,31289.58164,41365.50781,16038.54469,0,5969.011978,9153.355259,2186.027549
312.196a2.8,20996.87051,3845.415887,13168.69411,23804.56328,21556.76705,14283.54867,43130.15262,17196.29043,9410.351319,29021.0722,19472.97685,7128.275572,8752.476944,18140.40094,22349.83718,9058.204554,17137.4207,31533.18743,36461.92584,6958.351676,24356.64138,19542.55012,12550.08599,12842.66019,16044.0127,34105.04949,5062.305869,20788.01629,23221.23719,13168.02168,2928.835458,21378.4263,11543.59363,9440.670551,17881.48547,4130.68333,7269.820284,6379.752503,28547.64,10601.68107,7147.01477,5269.684717,26299.42182,24480.21914,19080.07892,30991.61956,33509.4742,18579.89462,21222.83772,10530.90332,20735.12479,23958.78405,126803.9705,110147.9417,81393.88651,112860.4267,22077.32395,121139.4405,121215.423,49204.28187,9434.073138,26231.88957,96237.59748,43816.01099,20688.21548,9823.799544,15082.09293,19201.87532,7258.590949,14196.87976,7009.357442,23550.9863,33055.32575,24200.70214,9931.166574,15628.50892,6373.57983,19651.50099,5930.574471,39064.54251,7729.844427,19983.86425,19970.48163,7748.825996,5002.947341,4313.915894,10895.89344,16409.82444,12951.63521,3601.756074
264.1866a2.19,92632.83302,52410.15392,21225.97999,28225.2792,106420.9602,61148.02374,42347.04967,0,88661.1801,42096.94541,79506.66068,113547.3308,109279.4332,44454.95747,80691.58541,35414.53145,256344.4708,52966.14205,0,100688.2106,19522.93129,154861.4473,37690.2735,127721.2174,69535.83579,66660.75184,44054.83447,56266.55944,468596.7186,125891.5429,17325.88323,82002.28748,31327.20446,66218.8448,263552.7395,14147.34545,254498.6413,6846.34481,10281.33701,319476.7776,282954.6893,71599.93147,456580.7056,65233.3839,78837.57677,28825.24985,64964.25872,62334.57962,0,47643.41527,22874.31125,367911.2683,320411.4376,441140.4873,434921.0941,622227.6388,46159.9533,204815.4102,630960.7667,391064.028,116052.9619,62646.43148,120400.8092,18927.77593,40850.73898,80702.58872,100262.9829,54354.05944,95472.65562,32919.0083,74227.81599,58403.8095,72460.28383,23574.57909,48431.74485,397810.3357,658941.2419,164335.6523,27443.25368,556475.9825,375258.3148,201080.6303,393162.5233,690626.6819,351137.8778,173388.4753,26784.0325,106720.0552,417033.7393,16091.62772
190.1224a0.92,0,0,9014.4936,44613.15188,28824.11538,13209.8739,11566.99316,12613.36797,14863.28464,24610.76534,24109.17974,13193.54748,8968.859152,12612.04712,12698.48895,23276.46923,32330.01829,12251.53897,20710.96924,31572.56179,10042.84664,17150.86064,12333.48022,26307.7946,29694.26904,22013.59011,10478.68182,6912.421432,46981.58248,10777.81747,6549.138479,7386.555826,22184.24575,30463.57791,35286.92576,25947.29817,45387.8827,30939.40686,33141.27661,36420.57341,42108.20197,34866.66436,35803.23687,35837.07242,37185.21191,46309.28571,33279.52101,16813.34617,12715.26998,6432.000887,42060.04018,50546.75477,79115.25214,66779.18038,28184.77258,29271.68451,7823.329586,95926.25691,56677.51482,29576.28597,47533.09618,17592.21564,45165.6527,28307.55074,11000.67282,0,0,0,0,25169.17468,9951.806243,9126.696984,14087.21289,10049.35544,11836.52981,38298.26086,18044.43994,22169.33513,39053.82731,39709.13344,62786.97647,42255.01716,35825.91296,43663.08297,52520.42489,26815.44682,5996.394253,16103.6691,34376.76955,5748.863251
358.2025a2.48,34176.93256,90694.52259,63812.27306,37270.12592,100901.2172,0,66669.75166,94447.87452,42044.0328,71145.86285,44912.56535,44290.95288,0,48728.22132,0,0,84256.86392,56810.31092,86019.81369,261871.556,0,111319.8383,109781.7185,135452.5934,34674.80471,113061.0902,22052.44118,23651.15372,724171.2177,47217.94822,31978.72449,47776.95234,60585.39322,105495.978,128786.4989,218693.1569,224731.0017,299363.8295,132986.4507,110383.7216,64444.17185,82997.0953,118263.9804,48379.31172,31216.57184,56977.31374,53488.93262,24826.7246,52095.90471,69042.80207,37945.05519,117406.4354,159959.4837,337115.7896,83206.77989,207733.583,0,240563.676,87882.37636,81961.7795,158011.8686,114527.196,109621.1935,23710.65082,99639.52524,24027.67758,0,42311.29817,5580.289933,89001.51438,65683.94119,0,48892.86137,60833.72932,66858.28295,81382.14639,83925.25777,421248.3542,84365.9045,178938.6531,56700.26846,343787.2492,151635.0923,73920.50759,172112.7525,50926.6569,8445.625708,45954.83176,114855.4104,14906.82674
